longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-122.26,37.83,52.0,49.417808219178085,10.650684931506849,660.0,22.602739726027398,3.0125,1.844,NEAR BAY
-122.26,37.83,52.0,43.35078534031414,10.994764397905758,718.0,18.79581151832461,2.6768,1.823,NEAR BAY
-122.26,37.83,50.0,37.00657894736842,10.592105263157894,616.0,20.263157894736842,2.026,1.425,NEAR BAY
-122.27,37.82,43.0,39.80237154150198,12.33201581027668,558.0,22.05533596837945,1.7348,1.375,NEAR BAY
-122.26,37.82,40.0,39.0,12.1875,423.0,26.4375,0.9506,1.875,NEAR BAY
-122.27,37.82,40.0,26.875,10.653409090909092,700.0,19.886363636363637,1.775,1.125,NEAR BAY
-122.27,37.82,21.0,20.45662100456621,10.342465753424657,735.0,16.78082191780822,0.9218,1.719,NEAR BAY
-122.27,37.82,43.0,45.8968058968059,11.203931203931203,1061.0,26.06879606879607,1.5045,0.938,NEAR BAY
-122.27,37.82,41.0,44.736111111111114,11.847222222222221,1959.0,27.208333333333332,1.1108,0.975,NEAR BAY
-122.27,37.82,52.0,40.75,11.399999999999999,1162.0,29.049999999999997,1.2475,1.042,NEAR BAY
-122.28,37.82,52.0,50.21459227467811,10.085836909871244,701.0,30.085836909871247,1.6098,0.875,NEAR BAY
-122.28,37.82,52.0,42.95454545454546,11.045454545454545,576.0,26.18181818181818,1.4113,0.831,NEAR BAY
-122.28,37.82,52.0,47.79922779922779,11.119691119691119,622.0,24.015444015444018,1.5057,0.875,NEAR BAY
-122.28,37.82,52.0,61.02459016393443,13.729508196721312,728.0,29.836065573770494,0.8172,0.853,NEAR BAY
-122.28,37.82,52.0,45.625,11.217105263157894,1074.0,35.328947368421055,1.2171,0.803,NEAR BAY
-122.29,37.82,2.0,27.719298245614038,7.543859649122807,94.0,16.49122807017544,2.5625,0.6,NEAR BAY
-122.29,37.83,52.0,59.94652406417113,11.28342245989305,554.0,29.62566844919786,3.3929,0.757,NEAR BAY
-122.29,37.82,49.0,58.69565217391305,12.608695652173914,86.0,37.391304347826086,6.1183,0.75,NEAR BAY
-122.29,37.81,50.0,62.295081967213115,15.573770491803279,377.0,30.901639344262296,0.9011,0.861,NEAR BAY
-122.3,37.81,52.0,76.98113207547169,14.90566037735849,521.0,32.76729559748428,1.191,0.761,NEAR BAY
-122.3,37.81,48.0,62.255639097744364,13.68421052631579,392.0,29.473684210526315,2.5938,0.735,NEAR BAY
-122.3,37.81,52.0,54.01069518716578,11.176470588235293,604.0,32.29946524064171,1.1667,0.784,NEAR BAY
-122.3,37.81,48.0,43.825301204819276,10.662650602409638,788.0,23.734939759036145,0.8056,0.844,NEAR BAY
-122.29,37.8,52.0,69.8639455782313,16.598639455782312,492.0,33.46938775510204,2.6094,0.813,NEAR BAY
-122.3,37.81,52.0,69.7560975609756,13.292682926829269,274.0,33.41463414634146,1.8516,0.85,NEAR BAY
-122.29,37.81,46.0,45.842880523731594,10.540098199672666,1823.0,29.83633387888707,0.9802,1.292,NEAR BAY
-122.29,37.81,26.0,60.47244094488189,11.968503937007874,392.0,30.866141732283463,1.7719,0.825,NEAR BAY
-122.29,37.81,46.0,33.75451263537906,10.722021660649819,582.0,21.010830324909747,0.7286,0.952,NEAR BAY
-122.29,37.81,49.0,55.526315789473685,13.421052631578947,560.0,36.84210526315789,1.75,0.75,NEAR BAY
-122.29,37.81,46.0,17.142857142857142,5.7142857142857135,18.0,25.714285714285715,0.4999,0.675,NEAR BAY
-122.29,37.81,20.0,62.78195488721805,12.105263157894736,290.0,21.804511278195488,2.483,1.375,NEAR BAY
-122.28,37.81,17.0,28.177676537585423,10.523917995444192,762.0,17.35763097949886,0.9241,1.775,NEAR BAY
-122.28,37.81,36.0,57.249508840864436,11.041257367387034,1236.0,24.282907662082515,2.4464,1.021,NEAR BAY
-122.28,37.81,19.0,58.309178743961354,11.73913043478261,721.0,34.830917874396135,1.1111,1.083,NEAR BAY
-122.29,37.81,23.0,53.692307692307686,11.507692307692308,1054.0,32.43076923076923,0.8026,1.125,NEAR BAY
-122.28,37.8,38.0,44.12903225806452,11.35483870967742,344.0,22.193548387096772,2.0114,1.313,NEAR BAY
-122.28,37.81,17.0,31.972318339100347,10.0,609.0,21.07266435986159,1.5,1.625,NEAR BAY
-122.27,37.81,52.0,37.5,10.0,183.0,32.67857142857143,1.1667,1.125,NEAR BAY
-122.28,37.81,52.0,39.08045977011494,11.149425287356323,200.0,22.988505747126435,1.5208,1.125,NEAR BAY
-122.28,37.81,52.0,24.903225806451612,10.580645161290324,346.0,22.322580645161292,0.8075,1.375,NEAR BAY
-122.28,37.81,35.0,56.09467455621302,10.887573964497042,467.0,27.63313609467456,1.8088,1.188,NEAR BAY
-122.28,37.81,52.0,67.21739130434783,12.434782608695652,377.0,32.78260869565217,2.4083,0.982,NEAR BAY
-122.27,37.81,40.0,23.157894736842106,11.868421052631579,582.0,15.315789473684212,0.977,1.188,NEAR BAY
-122.27,37.81,10.0,26.515151515151516,10.545454545454545,546.0,16.545454545454547,0.76,1.625,NEAR BAY
-122.27,37.8,10.0,26.923076923076927,10.769230769230768,125.0,32.05128205128205,0.9722,1.375,NEAR BAY
-122.27,37.8,52.0,29.294117647058822,9.176470588235293,396.0,46.58823529411765,1.2434,5.00001,NEAR BAY
-122.27,37.8,16.0,27.4585635359116,10.828729281767956,800.0,22.099447513812155,2.0938,1.625,NEAR BAY
-122.28,37.8,52.0,24.431818181818183,9.886363636363637,904.0,102.72727272727273,0.8668,1.375,NEAR BAY
-122.28,37.8,52.0,28.23529411764706,9.117647058823529,191.0,56.17647058823529,0.75,1.625,NEAR BAY
-122.27,37.79,27.0,34.93377483443709,11.490066225165563,718.0,23.774834437086092,2.6354,1.875,NEAR BAY
-122.27,37.8,39.0,36.723768736616705,13.340471092077088,1327.0,28.41541755888651,1.8477,1.792,NEAR BAY
-122.26,37.8,36.0,22.940163581575547,10.662935858803271,3469.0,14.93327593628928,2.0096,1.3,NEAR BAY
-122.26,37.82,31.0,38.949152542372886,11.279661016949152,2048.0,17.35593220338983,2.8345,1.838,NEAR BAY
-122.26,37.81,29.0,36.81318681318681,11.758241758241759,202.0,22.197802197802197,2.0062,1.25,NEAR BAY
-122.26,37.82,22.0,29.456000000000003,10.16,2024.0,16.192,1.2185,1.7,NEAR BAY
-122.26,37.82,37.0,37.07142857142857,11.071428571428573,1838.0,18.755102040816325,2.6104,1.931,NEAR BAY
-122.25,37.81,29.0,37.248000000000005,11.312,2304.0,18.432,2.4912,2.578,NEAR BAY
-122.25,37.81,28.0,38.784235136940545,10.708082832331328,2563.0,17.120908483633933,3.2177,2.734,NEAR BAY
-122.25,37.81,39.0,37.45614035087719,10.614035087719298,389.0,17.06140350877193,3.125,2.375,NEAR BAY
-122.25,37.81,52.0,35.15497553017945,11.435562805872756,895.0,14.600326264274061,2.5795,3.5,NEAR BAY
-122.26,37.81,34.0,32.81721632196758,10.698714365567357,2689.0,15.030743432084963,2.8406,3.357,NEAR BAY
-122.24,37.82,52.0,61.84426229508197,9.221311475409836,674.0,27.62295081967213,4.9306,3.134,NEAR BAY
-122.24,37.81,52.0,44.42982456140351,10.570175438596491,709.0,15.548245614035087,3.2727,2.685,NEAR BAY
-122.25,37.81,52.0,41.65876777251185,10.900473933649288,686.0,16.255924170616115,3.1691,2.594,NEAR BAY
-122.24,37.82,52.0,48.48189415041783,10.459610027855152,1444.0,20.11142061281337,3.9,2.757,NEAR BAY
-122.25,37.82,28.0,41.608478802992515,10.66084788029925,1520.0,18.952618453865338,3.9063,2.25,NEAR BAY
-122.25,37.82,52.0,56.284584980237156,11.422924901185771,550.0,21.73913043478261,5.0917,2.625,NEAR BAY
-122.25,37.82,32.0,37.27005870841487,10.743639921722114,1806.0,17.671232876712327,2.6429,2.185,NEAR BAY
-122.25,37.82,26.0,32.53081347576006,9.827444535743632,1749.0,14.371405094494659,3.0233,2.55,NEAR BAY
-122.25,37.83,52.0,45.78034682080925,10.770712909441233,939.0,18.09248554913295,3.1484,2.241,NEAR BAY
-122.25,37.83,35.0,38.22274881516588,10.142180094786731,675.0,15.995260663507109,3.4722,2.431,NEAR BAY
-122.25,37.83,52.0,43.95189003436427,9.862542955326461,534.0,18.350515463917525,3.1429,2.316,NEAR BAY
-122.25,37.83,28.0,30.234798314268513,10.53582179409994,2558.0,15.400361228175798,2.4234,2.185,NEAR BAY
-122.25,37.83,52.0,40.40501446480231,10.655737704918034,1786.0,17.22275795564127,3.0897,2.341,NEAR BAY
-122.23,37.84,50.0,67.42627345844504,10.697050938337803,970.0,26.005361930294907,5.8596,3.276,NEAR BAY
-122.23,37.84,47.0,65.4639175257732,9.360824742268042,1098.0,22.639175257731956,5.2868,3.476,NEAR BAY
-122.24,37.83,41.0,68.51063829787235,10.797872340425531,794.0,21.117021276595747,5.956,3.661,NEAR BAY
-122.24,37.85,37.0,71.06382978723404,11.48936170212766,98.0,20.851063829787236,4.9643,3.35,NEAR BAY
-122.23,37.85,52.0,69.4789081885856,10.198511166253102,1061.0,26.327543424317618,6.3434,3.736,NEAR BAY
-122.24,37.84,52.0,63.58558558558559,10.342342342342343,1177.0,21.207207207207208,5.1773,3.895,NEAR BAY
-122.24,37.85,52.0,71.1716621253406,9.945504087193461,901.0,24.55040871934605,7.2354,3.911,NEAR BAY
-122.22,37.85,28.0,55.30334728033473,10.96234309623431,2031.0,21.244769874476987,5.457,3.373,NEAR BAY
-122.22,37.84,50.0,61.27348643006263,9.87473903966597,1031.0,21.52400835073069,7.5,2.952,NEAR BAY
-122.21,37.84,44.0,57.35343383584589,10.0,1358.0,22.74706867671692,6.0194,2.923,NEAR BAY
-122.21,37.83,40.0,76.31498470948011,10.305810397553516,1616.0,24.70948012232416,7.5544,4.115,NEAR BAY
-122.2,37.84,30.0,64.46064139941691,10.087463556851313,844.0,24.606413994169095,6.0666,3.115,NEAR BAY
-122.21,37.84,34.0,61.25,9.879032258064516,1140.0,22.983870967741936,7.0548,3.259,NEAR BAY
-122.19,37.84,18.0,83.35051546391753,10.824742268041236,533.0,27.47422680412371,11.6017,3.926,NEAR BAY
-122.2,37.84,35.0,64.6726862302483,10.383747178329571,1072.0,24.19864559819413,7.4882,3.193,NEAR BAY
-122.21,37.83,34.0,66.12271540469973,10.287206266318538,1627.0,21.240208877284594,6.8976,3.333,NEAR BAY
-122.19,37.83,28.0,69.78947368421052,9.68421052631579,463.0,24.368421052631575,8.2049,3.352,NEAR BAY
-122.2,37.83,26.0,75.30805687203792,10.568720379146919,542.0,25.687203791469194,8.401,3.512,NEAR BAY
-122.19,37.83,29.0,66.57992565055763,10.074349442379182,661.0,24.5724907063197,6.8538,3.689,NEAR BAY
-122.19,37.82,32.0,69.77186311787072,10.038022813688212,635.0,24.14448669201521,8.317,3.659,NEAR BAY
-122.2,37.82,37.0,69.82954545454545,10.284090909090908,420.0,23.863636363636363,7.0175,3.667,NEAR BAY
-122.2,37.82,39.0,75.4,10.68,1265.0,25.299999999999997,6.3302,3.628,NEAR BAY
-122.18,37.81,30.0,56.153846153846146,7.3076923076923075,126.0,24.23076923076923,6.3624,4.833,NEAR BAY
-122.21,37.82,52.0,67.85714285714286,9.514285714285714,813.0,23.228571428571428,7.0549,3.314,NEAR BAY
-122.2,37.81,45.0,69.57746478873239,10.234741784037558,1067.0,25.046948356807512,6.7851,3.235,NEAR BAY
-122.21,37.8,50.0,51.32246376811594,10.960144927536232,1260.0,22.82608695652174,2.8929,2.167,NEAR BAY
-122.21,37.8,38.0,46.28336755646817,10.985626283367555,951.0,19.52772073921971,3.0812,2.331,NEAR BAY
-122.21,37.81,52.0,62.00892857142857,9.464285714285714,510.0,22.767857142857146,5.2402,2.964,NEAR BAY
-122.22,37.81,52.0,63.9935064935065,10.876623376623375,765.0,24.837662337662337,6.5217,2.737,NEAR BAY
-122.22,37.8,52.0,47.45652173913044,10.108695652173914,1129.0,24.543478260869563,3.2632,2.277,NEAR BAY
-122.22,37.8,52.0,51.83673469387755,10.521541950113377,1073.0,24.33106575963719,3.0298,1.996,NEAR BAY
-122.22,37.8,52.0,52.834951456310684,10.50485436893204,1185.0,23.009708737864077,4.5428,2.398,NEAR BAY
-122.22,37.81,52.0,59.529411764705884,9.970588235294118,756.0,22.235294117647058,4.072,2.701,NEAR BAY
-122.22,37.81,52.0,56.506717850287906,10.287907869481765,1034.0,19.84644913627639,5.3509,3.021,NEAR BAY
-122.23,37.8,52.0,44.29193899782135,10.588235294117647,787.0,17.145969498910677,3.1603,2.695,NEAR BAY
-122.23,37.81,52.0,67.27699530516432,10.751173708920188,612.0,28.732394366197184,4.7708,3.147,NEAR BAY
-122.22,37.81,52.0,77.02631578947368,10.578947368421051,1021.0,26.868421052631575,8.1564,3.901,NEAR BAY
-122.23,37.81,52.0,89.72868217054264,11.317829457364342,861.0,33.372093023255815,8.8793,4.103,NEAR BAY
-122.24,37.81,52.0,75.99388379204893,9.571865443425075,953.0,29.14373088685015,6.8591,3.524,NEAR BAY
-122.24,37.81,52.0,58.203125,9.296875,634.0,24.765625,6.0302,2.873,NEAR BAY
-122.23,37.81,52.0,79.94318181818181,10.369318181818182,878.0,24.943181818181817,7.508,3.487,NEAR BAY
-122.24,37.81,52.0,43.33333333333333,11.387163561076605,918.0,19.006211180124225,2.7477,2.438,NEAR BAY
-122.24,37.8,52.0,50.74285714285714,9.6,360.0,20.57142857142857,2.1944,2.115,NEAR BAY
-122.25,37.8,52.0,42.766393442622956,10.450819672131148,1197.0,24.528688524590162,3.0149,2.184,NEAR BAY
-122.24,37.81,52.0,48.513513513513516,9.69111969111969,1048.0,20.231660231660232,3.675,2.699,NEAR BAY
-122.25,37.81,46.0,43.26639892904953,11.178045515394912,1373.0,18.380187416331996,3.225,2.188,NEAR BAY
-122.25,37.8,42.0,40.591133004926114,10.492610837438423,1715.0,16.896551724137932,2.9345,2.25,NEAR BAY
-122.25,37.8,43.0,32.742382271468145,10.969529085872576,1359.0,18.82271468144044,2.1429,2.5,NEAR BAY
-122.25,37.8,41.0,35.61743341404358,11.35593220338983,1062.0,25.714285714285715,1.6121,1.714,NEAR BAY
-122.25,37.8,29.0,31.927554980595083,11.177231565329883,1335.0,17.270375161707634,1.3929,1.938,NEAR BAY
-122.24,37.79,27.0,38.04195804195804,11.468531468531468,1171.0,27.296037296037294,2.3173,1.25,NEAR BAY
-122.25,37.79,45.0,38.82608695652174,11.434782608695652,1475.0,32.065217391304344,1.7772,0.975,NEAR BAY
-122.25,37.79,50.0,32.09183673469388,9.591836734693878,742.0,37.857142857142854,2.6458,1.25,NEAR BAY
-122.25,37.79,52.0,36.887052341597794,10.771349862258951,1086.0,29.917355371900825,2.181,1.388,NEAR BAY
-122.25,37.8,36.0,30.902394106813993,11.16022099447514,1645.0,30.29465930018416,2.2303,1.167,NEAR BAY
-122.25,37.8,43.0,36.39751552795031,10.046583850931675,1710.0,26.5527950310559,1.6504,1.518,NEAR BAY
-122.24,37.8,52.0,43.68421052631579,10.0,731.0,32.06140350877193,2.2697,1.27,NEAR BAY
-122.24,37.8,52.0,45.85014409221902,10.749279538904899,1118.0,32.21902017291066,2.1563,1.286,NEAR BAY
-122.24,37.8,52.0,47.343283582089555,11.880597014925375,1006.0,30.029850746268657,2.1348,1.406,NEAR BAY
-122.24,37.8,47.0,36.931407942238266,10.613718411552346,1213.0,21.895306859205775,2.6292,1.827,NEAR BAY
-122.23,37.8,52.0,46.38132295719845,11.245136186770427,772.0,30.038910505836576,2.3833,1.469,NEAR BAY
-122.24,37.8,52.0,44.96259351620948,10.473815461346634,1321.0,32.9426433915212,2.957,1.228,NEAR BAY
-122.24,37.8,49.0,41.92023633677991,11.063515509601181,1487.0,21.964549483013297,2.5238,1.693,NEAR BAY
-122.23,37.8,52.0,42.09677419354839,9.89247311827957,488.0,26.236559139784944,1.9375,1.266,NEAR BAY
-122.23,37.8,51.0,40.56122448979592,10.561224489795917,949.0,24.20918367346939,1.9028,1.279,NEAR BAY
-122.23,37.8,50.0,42.0722891566265,11.566265060240964,1149.0,27.686746987951807,2.25,1.235,NEAR BAY
-122.23,37.8,52.0,44.714285714285715,10.678571428571429,844.0,30.142857142857142,2.3929,1.119,NEAR BAY
-122.23,37.79,43.0,48.440292445166534,10.917952883834282,4367.0,35.47522339561332,2.1917,1.128,NEAR BAY
-122.23,37.79,52.0,43.27669902912621,9.587378640776699,1659.0,40.26699029126213,2.9357,1.079,NEAR BAY
-122.23,37.79,30.0,37.98479087452471,10.038022813688212,1011.0,38.44106463878327,1.8854,1.375,NEAR BAY
-122.24,37.79,39.0,37.76349614395887,11.079691516709511,1464.0,37.634961439588686,2.1638,1.055,NEAR BAY
-122.24,37.79,47.0,45.28052805280528,13.036303630363035,1237.0,40.82508250825082,2.125,0.955,NEAR BAY
-122.24,37.79,52.0,40.11904761904762,10.714285714285714,647.0,38.51190476190476,3.375,1.161,NEAR BAY
-122.24,37.79,43.0,45.54621848739495,10.532212885154062,1284.0,35.96638655462185,2.2542,1.122,NEAR BAY
-122.25,37.79,51.0,31.818181818181817,7.818181818181818,228.0,41.45454545454545,2.1,0.75,NEAR BAY
-122.25,37.79,39.0,37.47967479674797,10.487804878048781,381.0,30.975609756097562,1.6,1.125,NEAR BAY
-122.25,37.79,52.0,39.73568281938326,10.440528634361232,846.0,37.268722466960355,3.625,1.25,NEAR BAY
-122.26,37.8,20.0,35.103550295857985,11.523668639053255,1659.0,24.541420118343193,1.6929,1.15,NEAR BAY
-122.22,37.77,52.0,28.333333333333336,9.27536231884058,520.0,37.68115942028985,1.6471,0.95,NEAR BAY
-122.22,37.77,52.0,43.8996138996139,11.621621621621621,866.0,33.43629343629344,2.59,0.964,NEAR BAY
-122.23,37.77,52.0,42.021857923497265,11.256830601092895,612.0,33.442622950819676,2.57,0.72,NEAR BAY
-122.23,37.78,52.0,37.46031746031746,11.587301587301589,415.0,32.93650793650794,2.6429,0.713,NEAR BAY
-122.23,37.78,52.0,40.46948356807512,10.093896713615022,994.0,46.66666666666667,3.0257,0.808,NEAR BAY
-122.22,37.78,50.0,40.25157232704402,11.11111111111111,1525.0,31.970649895178198,1.4886,1.288,NEAR BAY
-122.23,37.78,43.0,32.42009132420091,10.776255707762557,1506.0,34.38356164383562,1.9338,1.125,NEAR BAY
-122.23,37.78,52.0,38.666666666666664,10.117647058823529,1008.0,39.529411764705884,1.4844,1.194,NEAR BAY
-122.23,37.78,44.0,31.158455392809586,10.985352862849533,2813.0,37.45672436750999,1.6009,1.181,NEAR BAY
-122.23,37.79,48.0,49.44606413994169,11.545189504373178,1481.0,43.17784256559767,2.0375,1.225,NEAR BAY
-122.23,37.79,49.0,53.65296803652968,9.908675799086758,859.0,39.22374429223744,2.293,1.063,NEAR BAY
-122.22,37.79,37.0,44.79923518164436,10.975143403441683,1608.0,30.74569789674952,2.1494,1.325,NEAR BAY
-122.23,37.79,30.0,43.57142857142857,10.357142857142858,425.0,30.357142857142854,1.6198,1.227,NEAR BAY
-122.23,37.79,40.0,50.54347826086956,10.815217391304348,564.0,30.652173913043477,1.3281,1.133,NEAR BAY
-122.22,37.79,44.0,54.669117647058826,11.544117647058822,961.0,35.330882352941174,3.5156,1.095,NEAR BAY
-122.22,37.79,52.0,49.98540145985402,10.072992700729928,2273.0,33.18248175182482,3.9048,1.647,NEAR BAY
-122.21,37.79,52.0,39.07692307692307,9.743589743589743,600.0,30.76923076923077,3.0893,1.25,NEAR BAY
-122.22,37.79,46.0,44.895635673624284,10.910815939278937,1647.0,31.252371916508537,2.6042,1.247,NEAR BAY
-122.22,37.79,49.0,43.06603773584905,10.61320754716981,1201.0,28.32547169811321,2.5,1.367,NEAR BAY
-122.22,37.79,38.0,46.2670713201821,10.789074355083459,2167.0,32.883156297420335,2.7969,1.417,NEAR BAY
-122.2,37.79,29.0,48.23529411764706,11.058823529411764,939.0,27.61764705882353,2.8321,1.5,NEAR BAY
-122.21,37.79,47.0,52.842465753424655,10.513698630136988,859.0,29.41780821917808,2.9583,1.388,NEAR BAY
-122.21,37.79,34.0,45.81395348837209,10.794573643410851,1517.0,29.39922480620155,2.8365,1.392,NEAR BAY
-122.21,37.79,35.0,45.20725388601036,10.595854922279793,1143.0,29.61139896373057,2.875,1.438,NEAR BAY
-122.21,37.8,39.0,43.168103448275865,10.775862068965518,1109.0,23.900862068965516,3.0682,1.565,NEAR BAY
-122.21,37.8,39.0,45.246636771300444,10.022421524663676,1221.0,27.376681614349778,3.0757,1.51,NEAR BAY
-122.2,37.8,43.0,66.92307692307692,10.967032967032967,1115.0,24.505494505494507,4.9559,2.73,NEAR BAY
-122.2,37.8,52.0,57.723880597014926,10.932835820895523,706.0,26.343283582089555,4.7721,2.171,NEAR BAY
-122.21,37.8,52.0,49.844192634560905,10.070821529745043,1883.0,26.671388101983005,3.4861,1.871,NEAR BAY
-122.2,37.8,41.0,60.882352941176464,10.411764705882353,804.0,23.647058823529413,5.1184,2.396,NEAR BAY
-122.21,37.8,48.0,52.420634920634924,10.436507936507937,506.0,20.07936507936508,4.0977,2.297,NEAR BAY
-122.19,37.8,48.0,71.17647058823529,10.88235294117647,610.0,25.630252100840337,4.744,2.573,NEAR BAY
-122.19,37.8,46.0,58.373493975903614,10.271084337349397,768.0,23.132530120481928,4.2727,2.469,NEAR BAY
-122.19,37.79,50.0,52.608695652173914,10.597826086956522,462.0,25.10869565217391,2.9844,1.799,NEAR BAY
-122.2,37.79,40.0,45.1063829787234,10.893617021276595,667.0,28.382978723404257,4.1739,1.696,NEAR BAY
-122.2,37.8,46.0,51.152882205513784,10.150375939849624,1059.0,26.54135338345865,3.8487,2.033,NEAR BAY
-122.19,37.8,52.0,65.45126353790613,9.783393501805055,637.0,22.99638989169675,4.0114,2.634,NEAR BAY
-122.19,37.79,45.0,59.86784140969163,9.933920704845814,1106.0,24.36123348017621,4.6563,2.318,NEAR BAY
-122.19,37.79,28.0,46.99551569506727,11.375186846038865,1737.0,25.96412556053812,2.9297,1.405,NEAR BAY
-122.2,37.79,35.0,46.205128205128204,11.76923076923077,1009.0,25.871794871794872,2.3036,1.26,NEAR BAY
-122.2,37.79,49.0,42.0,9.285714285714286,737.0,35.095238095238095,2.6667,1.22,NEAR BAY
-122.2,37.79,44.0,33.014256619144604,9.20570264765784,1354.0,27.576374745417517,2.619,1.347,NEAR BAY
-122.21,37.79,45.0,44.62025316455696,11.244725738396625,1530.0,32.278481012658226,2.4167,1.394,NEAR BAY
-122.2,37.79,45.0,42.104166666666664,11.0,1410.0,29.375,2.7788,1.154,NEAR BAY
